id_evento,nombre_evento,ubicacion,fecha,categoria,necesidad_especial,integrantes,edad_minima,modalidad,precio,link
8026,Castillo de Manzanares el Real,Real,2025-11-28 00:00:00,Exposición,Cognitiva,2,0,Cubierto,Desde 30€,https://www.comunidad.madrid/cultura/patrimonio-cultural/castillo-manzanares-real
8027,Bioparc Valencia,Bioparc Valencia,2025-03-05 00:00:00,Espectáculo,Auditiva,5,2,Al aire libre,Desde 10€,https://www.bioparcvalencia.es/
8028,Acuario de Gijón,Gijón,2025-04-14 00:00:00,Exposición,Ninguna,1,0,Al aire libre,Desde 30€,https://acuariodegijon.es/
8029,Pinocho en el Circo - Teatro San Pol,Pol,2025-08-20 00:00:00,Museo,Auditiva,1,5,Al aire libre,Desde 20€,https://teatrosanpol.com/
8030,Parque de la Naturaleza de Cabárceno Cantabria,Cantabria,2025-04-13 00:00:00,Parque Temático,Movilidad reducida,3,5,Cubierto,Desde 20€,https://parquedecabarceno.com/
8031,Biblioteca Eugenio Trías actividades infantiles,infantiles,2025-05-15 00:00:00,Museo,Cognitiva,2,2,Cubierto,Desde 30€,https://www.madrid.es/portales/munimadrid
8032,Acuario de Gijón,Gijón,2025-04-29 00:00:00,Espectáculo,Ninguna,3,2,Al aire libre,Por confirmar,https://acuariodegijon.es/
8033,Feria Medieval Ibiza,Ibiza,2025-02-13 00:00:00,Literatura,Cognitiva,2,0,Al aire libre,Desde 10€,https://ibiza.travel/
8034,Concierto Aitana Estadio Metropolitano,Metropolitano,2025-06-20 00:00:00,Festival,Visual,3,2,Al aire libre,Por confirmar,https://aitanamusic.es/
8035,Festival Emérita Lúdica Mérida,Mérida,2025-06-04 00:00:00,Literatura,Visual,2,0,Al aire libre,Por confirmar,https://meridaludica.com/
8036,Museo de Cera de Madrid,de Madrid,2025-11-18 00:00:00,Espectáculo,Movilidad reducida,3,2,Al aire libre,Desde 30€,https://www.museoceramadrid.com/
8037,Parque de Aventuras Amazonia,Amazonia,2025-05-25 00:00:00,Exposición,Ninguna,1,2,Cubierto,Por confirmar,https://www.parqueaventuraamazonia.com/
8038,Parque Warner Madrid,Warner Madrid,2025-06-25 00:00:00,Literatura,Ninguna,1,2,Al aire libre,Desde 30€,https://www.parquewarner.com/
8039,Parque Warner Madrid,Warner Madrid,2025-10-22 00:00:00,Literatura,Auditiva,2,5,Al aire libre,Por confirmar,https://www.parquewarner.com/
8040,Ciudad de las Artes y las Ciencias Valencia,Ciencias Valencia,2025-06-01 00:00:00,Parque Temático,Auditiva,3,8,Cubierto,Por confirmar,https://cac.es/
8041,Festival de Magia - Parque de Atracciones,Atracciones,2025-04-13 00:00:00,Parque Temático,Movilidad reducida,5,0,Al aire libre,Gratis,https://parquedeatracciones.es/eventos/festival-magia
8042,Parque de la Naturaleza de Cabárceno Cantabria,Cantabria,2025-11-28 00:00:00,Museo,Ninguna,2,2,Al aire libre,Desde 30€,https://parquedecabarceno.com/
8043,Harpia Balaguer Medieval Lleida,Lleida,2025-07-11 00:00:00,Festival,Ninguna,4,2,Al aire libre,Desde 5€,https://balaguer.cat/portal/
8044,Atlantis Aquarium Madrid,Aquarium Madrid,2025-09-19 00:00:00,Concierto,Cognitiva,5,8,Cubierto,Desde 5€,https://www.atlantisaquarium-madrid.es/
8045,Bioparc Valencia,Bioparc Valencia,2025-06-25 00:00:00,Parque Temático,Cognitiva,4,2,Al aire libre,Gratis,https://www.bioparcvalencia.es/
8046,Oceanogràfic Valencia,Oceanogràfic Valencia,2025-06-26 00:00:00,Concierto,Ninguna,5,8,Al aire libre,Desde 20€,https://www.oceanografic.org/
8047,Parque Faunia Madrid,Faunia Madrid,2025-11-24 00:00:00,Exposición,Visual,1,2,Al aire libre,Desde 30€,https://www.faunia.es/
8048,Museo del Mar de Galicia,Galicia,2025-06-05 00:00:00,Festival,Cognitiva,4,8,Al aire libre,Desde 10€,https://museodomar.xunta.gal/
8049,Oceanogràfic Valencia,Oceanogràfic Valencia,2025-04-15 00:00:00,Festival,Cognitiva,4,5,Al aire libre,Desde 20€,https://www.oceanografic.org/
8050,Festival de los Sentidos Albacete,Albacete,2025-01-01 00:00:00,Espectáculo,Movilidad reducida,3,0,Cubierto,Desde 20€,https://festivaldelossentidos.com/
8051,Museo Nacional de Ciencias Naturales,Naturales,2025-03-09 00:00:00,Concierto,Visual,4,2,Cubierto,Desde 20€,https://www.mncn.csic.es/
8052,Concierto Aitana Estadio Metropolitano,Metropolitano,2025-03-23 00:00:00,Exposición,Movilidad reducida,1,2,Al aire libre,Desde 5€,https://aitanamusic.es/
8053,Familyland Tres Cantos,Cantos,2025-12-09 00:00:00,Parque Temático,Movilidad reducida,5,5,Al aire libre,Desde 5€,https://familyland.es/
8054,Festival de Magia - Parque de Atracciones,Atracciones,2025-04-28 00:00:00,Espectáculo,Ninguna,4,2,Al aire libre,Desde 20€,https://parquedeatracciones.es/eventos/festival-magia
8055,Teleférico de Madrid,de Madrid,2025-04-28 00:00:00,Concierto,Cognitiva,5,0,Al aire libre,Por confirmar,https://teleferico.emtmadrid.es/
8056,Concierto Aitana Estadio Metropolitano,Metropolitano,2025-08-12 00:00:00,Museo,Movilidad reducida,2,5,Al aire libre,Desde 30€,https://aitanamusic.es/
8057,Museo del Prado actividades familiares,familiares,2025-06-05 00:00:00,Parque Temático,Auditiva,4,2,Cubierto,Desde 5€,https://www.museodelprado.es/
8058,Museo de las Ilusiones Madrid,Ilusiones Madrid,2025-02-14 00:00:00,Parque Temático,Movilidad reducida,3,0,Cubierto,Desde 5€,https://museumofillusions.es/madrid/
8059,CaixaForum Barcelona,CaixaForum Barcelona,2025-06-22 00:00:00,Exposición,Cognitiva,1,5,Al aire libre,Gratis,https://caixaforum.org/es/barcelona
8060,CaixaForum Madrid,CaixaForum Madrid,2025-05-21 00:00:00,Museo,Auditiva,2,2,Cubierto,Desde 20€,https://caixaforum.org/es/madrid
8061,Museo Guggenheim actividades familiares,familiares,2025-03-06 00:00:00,Exposición,Ninguna,1,2,Al aire libre,Desde 20€,https://www.guggenheim-bilbao.eus/
8062,Parque Gulliver Valencia,Gulliver Valencia,2025-03-10 00:00:00,Literatura,Visual,2,2,Al aire libre,Desde 30€,https://www.visitvalencia.com/
8063,Festival Pirineos Sur,Sur,2025-10-18 00:00:00,Concierto,Auditiva,4,2,Cubierto,Por confirmar,https://pirineos-sur.es/
8064,Concierto Aitana Estadio Metropolitano,Metropolitano,2025-06-08 00:00:00,Museo,Auditiva,1,0,Al aire libre,Gratis,https://aitanamusic.es/
8065,Pueblo Español de Barcelona,de Barcelona,2025-01-02 00:00:00,Concierto,Movilidad reducida,5,8,Cubierto,Desde 20€,https://poble-espanyol.com/
8066,CaixaForum Barcelona,CaixaForum Barcelona,2025-01-31 00:00:00,Festival,Auditiva,4,5,Al aire libre,Desde 10€,https://caixaforum.org/es/barcelona
8067,Isla Mágica Sevilla,Mágica Sevilla,2025-03-01 00:00:00,Espectáculo,Visual,3,0,Cubierto,Desde 30€,https://www.islamagica.es/
8068,Museo de Cera de Madrid,de Madrid,2025-12-09 00:00:00,Festival,Ninguna,5,8,Al aire libre,Gratis,https://www.museoceramadrid.com/
8069,Museo de la Ciencia Valladolid,Valladolid,2025-03-11 00:00:00,Concierto,Cognitiva,3,8,Al aire libre,Por confirmar,https://museocienciavalladolid.es/
8070,Laberinto de Villapresente Cantabria,Cantabria,2025-12-18 00:00:00,Parque Temático,Ninguna,3,2,Al aire libre,Desde 30€,https://laberintodevillapresente.es/
8071,Harpia Balaguer Medieval Lleida,Lleida,2025-12-09 00:00:00,Parque Temático,Auditiva,3,5,Al aire libre,Desde 5€,https://balaguer.cat/portal/
8072,Maratón de los Cuentos Guadalajara,Guadalajara,2025-05-25 00:00:00,Literatura,Cognitiva,2,5,Al aire libre,Desde 5€,https://www.maratondeloscuentos.org/
8073,Museo de la Ciencia Valladolid,Valladolid,2025-04-27 00:00:00,Festival,Movilidad reducida,3,2,Al aire libre,Gratis,https://museocienciavalladolid.es/
8074,Pueblo Español de Barcelona,de Barcelona,2025-06-03 00:00:00,Festival,Movilidad reducida,3,2,Cubierto,Gratis,https://poble-espanyol.com/
8075,Parque Gulliver Valencia,Gulliver Valencia,2025-05-22 00:00:00,Literatura,Ninguna,2,8,Al aire libre,Por confirmar,https://www.visitvalencia.com/
8076,Parque Faunia Madrid,Faunia Madrid,2025-08-17 00:00:00,Literatura,Movilidad reducida,2,2,Al aire libre,Desde 10€,https://www.faunia.es/
8077,CaixaForum Madrid,CaixaForum Madrid,2025-11-16 00:00:00,Museo,Cognitiva,2,8,Cubierto,Gratis,https://caixaforum.org/es/madrid
8078,Pinocho en el Circo - Teatro San Pol,Pol,2025-03-03 00:00:00,Literatura,Auditiva,1,0,Cubierto,Desde 5€,https://teatrosanpol.com/
8079,Parque Warner Madrid,Warner Madrid,2025-05-28 00:00:00,Concierto,Ninguna,3,0,Cubierto,Desde 10€,https://www.parquewarner.com/
8080,Museo de la Ciencia Valladolid,Valladolid,2025-09-11 00:00:00,Literatura,Visual,2,8,Al aire libre,Desde 5€,https://museocienciavalladolid.es/
8081,Museo Interactivo de la Música Málaga,Málaga,2025-11-04 00:00:00,Museo,Movilidad reducida,1,8,Al aire libre,Desde 20€,https://www.musicaenaccion.com/
8082,Harpia Balaguer Medieval Lleida,Lleida,2025-01-29 00:00:00,Parque Temático,Visual,5,2,Al aire libre,Desde 20€,https://balaguer.cat/portal/
8083,Parque Faunia Madrid,Faunia Madrid,2025-12-29 00:00:00,Festival,Movilidad reducida,3,5,Al aire libre,Desde 20€,https://www.faunia.es/
8084,Parque Gulliver Valencia,Gulliver Valencia,2025-11-18 00:00:00,Espectáculo,Visual,4,5,Al aire libre,Gratis,https://www.visitvalencia.com/
8085,L'Aquàrium Barcelona,L'Aquàrium Barcelona,2025-03-30 00:00:00,Concierto,Visual,3,5,Cubierto,Desde 5€,https://www.aquariumbcn.com/
8086,Parque Gulliver Valencia,Gulliver Valencia,2025-12-16 00:00:00,Exposición,Movilidad reducida,2,5,Al aire libre,Desde 5€,https://www.visitvalencia.com/
8087,Atlantis Aquarium Madrid,Aquarium Madrid,2025-07-21 00:00:00,Museo,Movilidad reducida,1,2,Al aire libre,Desde 30€,https://www.atlantisaquarium-madrid.es/
8088,Museo de las Ilusiones Madrid,Ilusiones Madrid,2025-07-22 00:00:00,Festival,Ninguna,3,2,Al aire libre,Gratis,https://museumofillusions.es/madrid/
8089,CaixaForum Barcelona,CaixaForum Barcelona,2025-10-01 00:00:00,Concierto,Auditiva,5,0,Cubierto,Desde 5€,https://caixaforum.org/es/barcelona
8090,Isla Mágica Sevilla,Mágica Sevilla,2025-05-09 00:00:00,Museo,Auditiva,2,5,Al aire libre,Desde 20€,https://www.islamagica.es/
8091,Pueblo Español de Barcelona,de Barcelona,2025-10-21 00:00:00,Exposición,Ninguna,2,8,Cubierto,Gratis,https://poble-espanyol.com/
8092,Museo Guggenheim actividades familiares,familiares,2025-03-08 00:00:00,Espectáculo,Cognitiva,4,8,Al aire libre,Desde 20€,https://www.guggenheim-bilbao.eus/
8093,PortAventura World,World,2025-11-21 00:00:00,Museo,Visual,2,5,Cubierto,Desde 20€,https://www.portaventuraworld.com/
8094,Jurassic World Experience Madrid,Experience Madrid,2025-06-20 00:00:00,Literatura,Ninguna,2,5,Cubierto,Gratis,https://jurassicworldexperience.es/
8095,Museo de la Felicidad Madrid,Felicidad Madrid,2025-12-14 00:00:00,Festival,Auditiva,5,0,Al aire libre,Por confirmar,https://www.museodelafelicidad.es/
8096,Feria del Caballo Jerez,Jerez,2025-09-23 00:00:00,Festival,Ninguna,3,8,Al aire libre,Desde 10€,https://feriadelcaballojerez.com/
8097,L'Aquàrium Barcelona,L'Aquàrium Barcelona,2025-07-14 00:00:00,Exposición,Movilidad reducida,2,8,Cubierto,Desde 10€,https://www.aquariumbcn.com/
8098,Museo Guggenheim actividades familiares,familiares,2025-08-30 00:00:00,Espectáculo,Ninguna,4,8,Al aire libre,Por confirmar,https://www.guggenheim-bilbao.eus/
8099,Festival de los Sentidos Albacete,Albacete,2025-07-13 00:00:00,Exposición,Auditiva,1,5,Cubierto,Desde 5€,https://festivaldelossentidos.com/
8100,Museo de Cera de Madrid,de Madrid,2025-01-14 00:00:00,Concierto,Ninguna,3,0,Al aire libre,Desde 30€,https://www.museoceramadrid.com/
8101,Zoo Aquarium de Madrid,de Madrid,2025-07-25 00:00:00,Concierto,Auditiva,3,2,Al aire libre,Por confirmar,https://www.zoomadrid.com/
8102,Teleférico de Madrid,de Madrid,2025-06-30 00:00:00,Parque Temático,Visual,5,0,Al aire libre,Desde 20€,https://teleferico.emtmadrid.es/
8103,Museo Interactivo de la Música Málaga,Málaga,2025-09-03 00:00:00,Festival,Auditiva,3,8,Al aire libre,Desde 10€,https://www.musicaenaccion.com/
8104,Feria Medieval Ibiza,Ibiza,2025-10-21 00:00:00,Concierto,Cognitiva,4,2,Al aire libre,Gratis,https://ibiza.travel/
8105,Festival de Magia - Parque de Atracciones,Atracciones,2025-11-10 00:00:00,Museo,Visual,2,2,Cubierto,Gratis,https://parquedeatracciones.es/eventos/festival-magia
8106,Oceanogràfic Valencia,Oceanogràfic Valencia,2025-06-18 00:00:00,Museo,Cognitiva,1,2,Cubierto,Gratis,https://www.oceanografic.org/
8107,Familyland Tres Cantos,Cantos,2025-08-01 00:00:00,Concierto,Cognitiva,3,0,Cubierto,Desde 30€,https://familyland.es/
8108,Acuario de Gijón,Gijón,2025-11-20 00:00:00,Concierto,Ninguna,3,8,Al aire libre,Por confirmar,https://acuariodegijon.es/
8109,Harpia Balaguer Medieval Lleida,Lleida,2025-06-22 00:00:00,Museo,Visual,2,2,Cubierto,Por confirmar,https://balaguer.cat/portal/
8110,Teleférico de Madrid,de Madrid,2025-05-20 00:00:00,Exposición,Auditiva,1,8,Cubierto,Por confirmar,https://teleferico.emtmadrid.es/
8111,Zoo Aquarium de Madrid,de Madrid,2025-07-29 00:00:00,Exposición,Movilidad reducida,1,0,Al aire libre,Gratis,https://www.zoomadrid.com/
8112,Feria del Caballo Jerez,Jerez,2025-08-19 00:00:00,Literatura,Ninguna,2,8,Cubierto,Desde 5€,https://feriadelcaballojerez.com/
8113,CosmoCaixa Barcelona,CosmoCaixa Barcelona,2025-07-08 00:00:00,Concierto,Cognitiva,4,8,Cubierto,Gratis,https://cosmocaixa.org/
8114,Ciudad de las Artes y las Ciencias Valencia,Ciencias Valencia,2025-11-05 00:00:00,Exposición,Ninguna,2,0,Al aire libre,Desde 5€,https://cac.es/
8115,Parque de Aventuras Amazonia,Amazonia,2025-03-21 00:00:00,Museo,Ninguna,2,0,Cubierto,Desde 30€,https://www.parqueaventuraamazonia.com/
8116,Museo Guggenheim actividades familiares,familiares,2025-12-05 00:00:00,Festival,Cognitiva,5,5,Cubierto,Desde 10€,https://www.guggenheim-bilbao.eus/
8117,Parque Warner Madrid,Warner Madrid,2025-07-23 00:00:00,Espectáculo,Auditiva,5,0,Al aire libre,Gratis,https://www.parquewarner.com/
8118,Museo del Ferrocarril de Madrid,de Madrid,2025-05-05 00:00:00,Parque Temático,Movilidad reducida,3,2,Cubierto,Desde 20€,https://www.museodelferrocarril.org/
8119,Ciudad de las Artes y las Ciencias Valencia,Ciencias Valencia,2025-06-21 00:00:00,Literatura,Cognitiva,1,5,Cubierto,Desde 30€,https://cac.es/
8120,Feria del Caballo Jerez,Jerez,2025-11-10 00:00:00,Museo,Cognitiva,1,8,Cubierto,Desde 5€,https://feriadelcaballojerez.com/
8121,Festival Pirineos Sur,Sur,2025-01-08 00:00:00,Espectáculo,Visual,3,5,Al aire libre,Gratis,https://pirineos-sur.es/
8122,Parque Faunia Madrid,Faunia Madrid,2025-01-10 00:00:00,Literatura,Cognitiva,1,5,Cubierto,Desde 20€,https://www.faunia.es/
8123,Concierto Aitana Estadio Metropolitano,Metropolitano,2025-08-09 00:00:00,Espectáculo,Cognitiva,4,0,Cubierto,Desde 10€,https://aitanamusic.es/
8124,Festival Tomavistas Madrid,Tomavistas Madrid,2025-01-30 00:00:00,Festival,Visual,3,2,Al aire libre,Desde 20€,https://www.tomavistasfestival.com/
8125,Castillo de Manzanares el Real,Real,2025-07-02 00:00:00,Espectáculo,Movilidad reducida,3,8,Cubierto,Desde 20€,https://www.comunidad.madrid/cultura/patrimonio-cultural/castillo-manzanares-real
8126,Museo de la Felicidad Madrid,Felicidad Madrid,2025-08-24 00:00:00,Parque Temático,Movilidad reducida,3,2,Al aire libre,Desde 10€,https://www.museodelafelicidad.es/
8127,Bioparc Valencia,Bioparc Valencia,2025-09-07 00:00:00,Exposición,Auditiva,1,0,Al aire libre,Por confirmar,https://www.bioparcvalencia.es/
8128,CosmoCaixa Barcelona,CosmoCaixa Barcelona,2025-01-22 00:00:00,Literatura,Visual,2,5,Al aire libre,Desde 20€,https://cosmocaixa.org/
8129,L'Aquàrium Barcelona,L'Aquàrium Barcelona,2025-11-06 00:00:00,Exposición,Visual,1,0,Cubierto,Gratis,https://www.aquariumbcn.com/
8130,Concierto Aitana Estadio Metropolitano,Metropolitano,2025-08-24 00:00:00,Espectáculo,Visual,3,0,Cubierto,Desde 5€,https://aitanamusic.es/
8131,Museo de la Ciencia Valladolid,Valladolid,2025-04-10 00:00:00,Literatura,Cognitiva,2,0,Cubierto,Gratis,https://museocienciavalladolid.es/
8132,Festival Pirineos Sur,Sur,2025-08-25 00:00:00,Literatura,Movilidad reducida,1,8,Al aire libre,Por confirmar,https://pirineos-sur.es/
8133,Museo de las Ilusiones Madrid,Ilusiones Madrid,2025-02-20 00:00:00,Literatura,Cognitiva,1,0,Cubierto,Desde 10€,https://museumofillusions.es/madrid/
8134,Museo del Ferrocarril de Madrid,de Madrid,2025-10-24 00:00:00,Concierto,Movilidad reducida,5,8,Al aire libre,Desde 5€,https://www.museodelferrocarril.org/
8135,Laberinto de Villapresente Cantabria,Cantabria,2025-05-13 00:00:00,Literatura,Visual,2,2,Al aire libre,Gratis,https://laberintodevillapresente.es/
8136,Oceanogràfic Valencia,Oceanogràfic Valencia,2025-10-03 00:00:00,Festival,Visual,5,5,Al aire libre,Desde 5€,https://www.oceanografic.org/
8137,Ciudad de las Artes y las Ciencias Valencia,Ciencias Valencia,2025-05-31 00:00:00,Literatura,Movilidad reducida,1,0,Cubierto,Desde 30€,https://cac.es/
8138,Laberinto de Villapresente Cantabria,Cantabria,2025-06-12 00:00:00,Exposición,Auditiva,1,0,Al aire libre,Desde 10€,https://laberintodevillapresente.es/
8139,Isla Mágica Sevilla,Mágica Sevilla,2025-02-14 00:00:00,Parque Temático,Auditiva,4,0,Al aire libre,Gratis,https://www.islamagica.es/
8140,Museo Nacional de Ciencias Naturales,Naturales,2025-09-15 00:00:00,Museo,Movilidad reducida,2,0,Al aire libre,Desde 30€,https://www.mncn.csic.es/
8141,Castillo de Manzanares el Real,Real,2025-01-26 00:00:00,Parque Temático,Ninguna,4,2,Cubierto,Por confirmar,https://www.comunidad.madrid/cultura/patrimonio-cultural/castillo-manzanares-real
8142,Parque Faunia Madrid,Faunia Madrid,2025-07-03 00:00:00,Parque Temático,Ninguna,5,0,Cubierto,Desde 20€,https://www.faunia.es/
8143,Isla Mágica Sevilla,Mágica Sevilla,2025-10-29 00:00:00,Festival,Ninguna,4,2,Al aire libre,Desde 30€,https://www.islamagica.es/
8144,Museo Guggenheim actividades familiares,familiares,2025-12-27 00:00:00,Concierto,Visual,5,0,Cubierto,Gratis,https://www.guggenheim-bilbao.eus/
8145,Pinocho en el Circo - Teatro San Pol,Pol,2025-08-24 00:00:00,Exposición,Cognitiva,1,8,Cubierto,Desde 30€,https://teatrosanpol.com/
8146,CaixaForum Madrid,CaixaForum Madrid,2025-08-29 00:00:00,Exposición,Auditiva,2,5,Al aire libre,Gratis,https://caixaforum.org/es/madrid
8147,Museo del Ferrocarril de Madrid,de Madrid,2025-06-14 00:00:00,Literatura,Auditiva,1,2,Al aire libre,Desde 10€,https://www.museodelferrocarril.org/
8148,Concierto Aitana Estadio Metropolitano,Metropolitano,2025-10-28 00:00:00,Exposición,Visual,1,2,Cubierto,Desde 5€,https://aitanamusic.es/
8149,Oceanogràfic Valencia,Oceanogràfic Valencia,2025-03-01 00:00:00,Museo,Auditiva,2,0,Al aire libre,Desde 5€,https://www.oceanografic.org/
8150,CaixaForum Madrid,CaixaForum Madrid,2025-11-29 00:00:00,Museo,Cognitiva,2,8,Cubierto,Desde 10€,https://caixaforum.org/es/madrid
8151,Oceanogràfic Valencia,Oceanogràfic Valencia,2025-12-03 00:00:00,Literatura,Movilidad reducida,2,5,Al aire libre,Desde 20€,https://www.oceanografic.org/
8152,Isla Mágica Sevilla,Mágica Sevilla,2025-11-24 00:00:00,Concierto,Auditiva,5,2,Cubierto,Por confirmar,https://www.islamagica.es/
8153,Parque de la Naturaleza de Cabárceno Cantabria,Cantabria,2025-07-23 00:00:00,Festival,Ninguna,5,8,Cubierto,Desde 30€,https://parquedecabarceno.com/
8154,Museo Nacional de Ciencias Naturales,Naturales,2025-04-18 00:00:00,Exposición,Ninguna,2,2,Cubierto,Desde 10€,https://www.mncn.csic.es/
8155,Museo del Ferrocarril de Madrid,de Madrid,2025-06-22 00:00:00,Concierto,Movilidad reducida,5,5,Al aire libre,Por confirmar,https://www.museodelferrocarril.org/
8156,CaixaForum Barcelona,CaixaForum Barcelona,2025-12-14 00:00:00,Exposición,Auditiva,2,8,Al aire libre,Por confirmar,https://caixaforum.org/es/barcelona
8157,Acuario de Gijón,Gijón,2025-08-12 00:00:00,Festival,Visual,3,0,Al aire libre,Desde 20€,https://acuariodegijon.es/
8158,Dinópolis Teruel,Teruel,2025-01-22 00:00:00,Parque Temático,Cognitiva,3,0,Cubierto,Desde 30€,https://www.dinopolis.com/
8159,Feria Medieval Ibiza,Ibiza,2025-10-13 00:00:00,Festival,Visual,4,0,Al aire libre,Desde 30€,https://ibiza.travel/
8160,Museo del Mar de Galicia,Galicia,2025-09-27 00:00:00,Parque Temático,Visual,5,8,Cubierto,Desde 30€,https://museodomar.xunta.gal/
8161,Atlantis Aquarium Madrid,Aquarium Madrid,2025-03-09 00:00:00,Literatura,Movilidad reducida,2,5,Cubierto,Desde 10€,https://www.atlantisaquarium-madrid.es/
8162,Pueblo Español de Barcelona,de Barcelona,2025-06-21 00:00:00,Museo,Movilidad reducida,1,5,Al aire libre,Desde 30€,https://poble-espanyol.com/
8163,Biblioteca Eugenio Trías actividades infantiles,infantiles,2025-01-10 00:00:00,Festival,Movilidad reducida,5,8,Cubierto,Desde 20€,https://www.madrid.es/portales/munimadrid
8164,CosmoCaixa Barcelona,CosmoCaixa Barcelona,2025-10-08 00:00:00,Museo,Auditiva,1,0,Al aire libre,Gratis,https://cosmocaixa.org/
8165,Museo Naval de Madrid,de Madrid,2025-10-22 00:00:00,Festival,Ninguna,4,5,Cubierto,Por confirmar,https://www.armada.mde.es/MuseoNaval/
8166,Museo de Cera de Madrid,de Madrid,2025-02-11 00:00:00,Espectáculo,Ninguna,5,2,Cubierto,Desde 5€,https://www.museoceramadrid.com/
8167,Teleférico de Madrid,de Madrid,2025-02-08 00:00:00,Literatura,Visual,2,8,Cubierto,Desde 30€,https://teleferico.emtmadrid.es/
8168,Parque Gulliver Valencia,Gulliver Valencia,2025-08-07 00:00:00,Literatura,Cognitiva,2,5,Al aire libre,Desde 5€,https://www.visitvalencia.com/
8169,Harpia Balaguer Medieval Lleida,Lleida,2025-03-25 00:00:00,Concierto,Ninguna,3,0,Cubierto,Desde 10€,https://balaguer.cat/portal/
8170,Castillo de Manzanares el Real,Real,2025-07-26 00:00:00,Concierto,Auditiva,3,8,Al aire libre,Desde 10€,https://www.comunidad.madrid/cultura/patrimonio-cultural/castillo-manzanares-real
8171,Museo de la Felicidad Madrid,Felicidad Madrid,2025-05-29 00:00:00,Concierto,Auditiva,3,8,Al aire libre,Desde 10€,https://www.museodelafelicidad.es/
8172,Festival Pirineos Sur,Sur,2025-12-16 00:00:00,Literatura,Visual,1,8,Al aire libre,Desde 20€,https://pirineos-sur.es/
8173,Jurassic World Experience Madrid,Experience Madrid,2025-07-06 00:00:00,Festival,Ninguna,3,5,Cubierto,Desde 5€,https://jurassicworldexperience.es/
8174,Castillo de Manzanares el Real,Real,2025-02-24 00:00:00,Festival,Cognitiva,4,2,Cubierto,Desde 30€,https://www.comunidad.madrid/cultura/patrimonio-cultural/castillo-manzanares-real
8175,Festival Pirineos Sur,Sur,2025-03-18 00:00:00,Museo,Visual,2,0,Cubierto,Desde 5€,https://pirineos-sur.es/
8176,Festival Tomavistas Madrid,Tomavistas Madrid,2025-04-05 00:00:00,Museo,Auditiva,2,2,Al aire libre,Gratis,https://www.tomavistasfestival.com/
8177,PortAventura World,World,2025-08-08 00:00:00,Concierto,Ninguna,3,5,Cubierto,Desde 5€,https://www.portaventuraworld.com/
8178,CaixaForum Madrid,CaixaForum Madrid,2025-12-31 00:00:00,Museo,Visual,1,5,Al aire libre,Desde 10€,https://caixaforum.org/es/madrid
8179,Museo Interactivo de la Música Málaga,Málaga,2025-09-12 00:00:00,Literatura,Visual,2,8,Cubierto,Gratis,https://www.musicaenaccion.com/
8180,Oceanogràfic Valencia,Oceanogràfic Valencia,2025-06-03 00:00:00,Exposición,Ninguna,2,0,Cubierto,Gratis,https://www.oceanografic.org/
8181,Museo Interactivo de la Música Málaga,Málaga,2025-04-06 00:00:00,Museo,Auditiva,2,5,Cubierto,Desde 20€,https://www.musicaenaccion.com/
8182,Museo Guggenheim actividades familiares,familiares,2025-06-24 00:00:00,Espectáculo,Movilidad reducida,3,5,Cubierto,Desde 5€,https://www.guggenheim-bilbao.eus/
8183,Acuario de Gijón,Gijón,2025-01-11 00:00:00,Parque Temático,Cognitiva,4,0,Cubierto,Por confirmar,https://acuariodegijon.es/
8184,Museo Naval de Madrid,de Madrid,2025-07-29 00:00:00,Espectáculo,Auditiva,5,2,Cubierto,Desde 5€,https://www.armada.mde.es/MuseoNaval/
8185,Museo Guggenheim actividades familiares,familiares,2025-11-26 00:00:00,Literatura,Ninguna,2,5,Al aire libre,Por confirmar,https://www.guggenheim-bilbao.eus/
8186,Familyland Tres Cantos,Cantos,2025-04-27 00:00:00,Exposición,Movilidad reducida,1,5,Cubierto,Gratis,https://familyland.es/
8187,Parque Faunia Madrid,Faunia Madrid,2025-09-04 00:00:00,Museo,Ninguna,2,2,Al aire libre,Desde 5€,https://www.faunia.es/
8188,Museo de la Ciencia Valladolid,Valladolid,2025-02-26 00:00:00,Festival,Movilidad reducida,3,0,Al aire libre,Desde 5€,https://museocienciavalladolid.es/
8189,Museo de la Felicidad Madrid,Felicidad Madrid,2025-04-10 00:00:00,Festival,Movilidad reducida,4,5,Cubierto,Desde 30€,https://www.museodelafelicidad.es/
8190,L'Aquàrium Barcelona,L'Aquàrium Barcelona,2025-09-10 00:00:00,Espectáculo,Visual,3,8,Cubierto,Desde 30€,https://www.aquariumbcn.com/
8191,Parque de la Naturaleza de Cabárceno Cantabria,Cantabria,2025-06-22 00:00:00,Museo,Visual,1,0,Al aire libre,Desde 30€,https://parquedecabarceno.com/
8192,Biblioteca Eugenio Trías actividades infantiles,infantiles,2025-06-25 00:00:00,Literatura,Cognitiva,1,2,Al aire libre,Desde 20€,https://www.madrid.es/portales/munimadrid
8193,Festival Emérita Lúdica Mérida,Mérida,2025-12-28 00:00:00,Espectáculo,Auditiva,3,5,Cubierto,Gratis,https://meridaludica.com/
8194,Feria del Caballo Jerez,Jerez,2025-11-24 00:00:00,Exposición,Visual,2,2,Cubierto,Desde 10€,https://feriadelcaballojerez.com/
8195,Isla Mágica Sevilla,Mágica Sevilla,2025-12-28 00:00:00,Concierto,Auditiva,3,0,Cubierto,Desde 5€,https://www.islamagica.es/
