nombre_evento,ciudad,fecha,categoria,necesidad_especial,precio,descripcion
Festival de Magia - Parque de Atracciones,Madrid,2025-02-20 00:00:00,Ocio,auditiva,Desde 30€,Disfruta de un literatura familiar en Festival de Magia - Parque de Atracciones en Madrid el 20 de February de 2025.
Museo del Ferrocarril de Madrid,Madrid,2025-05-17 00:00:00,Educación,ninguna,Por confirmar,Disfruta de un museo familiar en Museo del Ferrocarril de Madrid en Madrid el 17 de May de 2025.
Museo del Prado actividades familiares,Bizkaia,2025-02-22 00:00:00,Ocio,ninguna,Gratis,Disfruta de un espectáculo familiar en Museo del Prado actividades familiares en Bizkaia el 22 de February de 2025.
Festival de Magia - Parque de Atracciones,Madrid,2025-03-29 00:00:00,Ocio,visual,Desde 30€,Disfruta de un espectáculo familiar en Festival de Magia - Parque de Atracciones en Madrid el 29 de March de 2025.
CaixaForum Madrid,Madrid,2025-03-18 00:00:00,Ocio,visual,Desde 10€,Disfruta de un festival familiar en CaixaForum Madrid en Madrid el 18 de March de 2025.
CosmoCaixa Barcelona,Barcelona,2025-09-03 00:00:00,Educación,ninguna,Desde 30€,Disfruta de un exposición familiar en CosmoCaixa Barcelona en Barcelona el 3 de September de 2025.
Castillo de Manzanares el Real,Ciudad Real,2025-05-24 00:00:00,Ocio,ninguna,Desde 30€,Disfruta de un concierto familiar en Castillo de Manzanares el Real en Ciudad Real el 24 de May de 2025.
Feria Medieval Ibiza,Illes Balears,2025-08-02 00:00:00,Educación,visual,Desde 20€,Disfruta de un museo familiar en Feria Medieval Ibiza en Illes Balears el 2 de August de 2025.
Atlantis Aquarium Madrid,Madrid,2025-09-20 00:00:00,Ocio,visual,Desde 30€,Disfruta de un festival familiar en Atlantis Aquarium Madrid en Madrid el 20 de September de 2025.
CaixaForum Madrid,Madrid,2025-10-31 00:00:00,Ocio,ninguna,Desde 20€,Disfruta de un literatura familiar en CaixaForum Madrid en Madrid el 31 de October de 2025.
CosmoCaixa Barcelona,Barcelona,2025-10-11 00:00:00,Ocio,ninguna,Desde 10€,Disfruta de un parque temático familiar en CosmoCaixa Barcelona en Barcelona el 11 de October de 2025.
Parque Gulliver Valencia,Valencia,2025-05-09 00:00:00,Educación,ninguna,Desde 10€,Disfruta de un museo familiar en Parque Gulliver Valencia en Valencia el 9 de May de 2025.
Museo del Prado actividades familiares,Bizkaia,2025-11-21 00:00:00,Ocio,ninguna,Desde 5€,Disfruta de un parque temático familiar en Museo del Prado actividades familiares en Bizkaia el 21 de November de 2025.
Ciudad de las Artes y las Ciencias Valencia,Valencia,2025-07-26 00:00:00,Ocio,ninguna,Desde 10€,Disfruta de un literatura familiar en Ciudad de las Artes y las Ciencias Valencia en Valencia el 26 de July de 2025.
Museo del Prado actividades familiares,Bizkaia,2025-12-20 00:00:00,Ocio,ninguna,Desde 5€,Disfruta de un festival familiar en Museo del Prado actividades familiares en Bizkaia el 20 de December de 2025.
Pinocho en el Circo - Teatro San Pol,Barcelona,2025-12-20 00:00:00,Educación,visual,Desde 20€,Disfruta de un museo familiar en Pinocho en el Circo - Teatro San Pol en Barcelona el 20 de December de 2025.
Maratón de los Cuentos Guadalajara,Guadalajara,2025-09-01 00:00:00,Ocio,ninguna,Desde 30€,Disfruta de un parque temático familiar en Maratón de los Cuentos Guadalajara en Guadalajara el 1 de September de 2025.
Festival de los Sentidos Albacete,Albacete,2025-01-26 00:00:00,Ocio,visual,Por confirmar,Disfruta de un festival familiar en Festival de los Sentidos Albacete en Albacete el 26 de January de 2025.
Museo Interactivo de la Música Málaga,Málaga,2025-06-02 00:00:00,Ocio,auditiva,Por confirmar,Disfruta de un concierto familiar en Museo Interactivo de la Música Málaga en Málaga el 2 de June de 2025.
Atlantis Aquarium Madrid,Madrid,2025-06-19 00:00:00,Educación,ninguna,Desde 5€,Disfruta de un museo familiar en Atlantis Aquarium Madrid en Madrid el 19 de June de 2025.
Oceanogràfic Valencia,Valencia,2025-02-18 00:00:00,Ocio,ninguna,Desde 20€,Disfruta de un literatura familiar en Oceanogràfic Valencia en Valencia el 18 de February de 2025.
Teleférico de Madrid,Madrid,2025-04-04 00:00:00,Ocio,auditiva,Desde 30€,Disfruta de un festival familiar en Teleférico de Madrid en Madrid el 4 de April de 2025.
Zoo Aquarium de Madrid,Madrid,2025-03-05 00:00:00,Ocio,visual,Desde 20€,Disfruta de un concierto familiar en Zoo Aquarium de Madrid en Madrid el 5 de March de 2025.
Harpia Balaguer Medieval Lleida,Lleida,2025-08-22 00:00:00,Ocio,ninguna,Por confirmar,Disfruta de un festival familiar en Harpia Balaguer Medieval Lleida en Lleida el 22 de August de 2025.
Museo Interactivo de la Música Málaga,Málaga,2025-07-14 00:00:00,Educación,ninguna,Desde 30€,Disfruta de un exposición familiar en Museo Interactivo de la Música Málaga en Málaga el 14 de July de 2025.
Museo de la Felicidad Madrid,Madrid,2025-10-21 00:00:00,Ocio,ninguna,Por confirmar,Disfruta de un espectáculo familiar en Museo de la Felicidad Madrid en Madrid el 21 de October de 2025.
Familyland Tres Cantos,Madrid,2025-09-26 00:00:00,Ocio,ninguna,Desde 20€,Disfruta de un literatura familiar en Familyland Tres Cantos en Madrid el 26 de September de 2025.
Museo de Cera de Madrid,Madrid,2025-07-25 00:00:00,Ocio,ninguna,Por confirmar,Disfruta de un parque temático familiar en Museo de Cera de Madrid en Madrid el 25 de July de 2025.
Museo de las Ilusiones Madrid,Madrid,2025-02-06 00:00:00,Ocio,ninguna,Desde 20€,Disfruta de un literatura familiar en Museo de las Ilusiones Madrid en Madrid el 6 de February de 2025.
CosmoCaixa Barcelona,Barcelona,2025-04-15 00:00:00,Ocio,visual,Por confirmar,Disfruta de un espectáculo familiar en CosmoCaixa Barcelona en Barcelona el 15 de April de 2025.
L'Aquàrium Barcelona,Barcelona,2025-12-23 00:00:00,Ocio,ninguna,Gratis,Disfruta de un concierto familiar en L'Aquàrium Barcelona en Barcelona el 23 de December de 2025.
Dinópolis Teruel,Teruel,2025-06-17 00:00:00,Ocio,ninguna,Por confirmar,Disfruta de un espectáculo familiar en Dinópolis Teruel en Teruel el 17 de June de 2025.
Museo Interactivo de la Música Málaga,Málaga,2025-10-20 00:00:00,Educación,ninguna,Desde 20€,Disfruta de un exposición familiar en Museo Interactivo de la Música Málaga en Málaga el 20 de October de 2025.
CaixaForum Barcelona,Barcelona,2025-09-19 00:00:00,Educación,ninguna,Por confirmar,Disfruta de un museo familiar en CaixaForum Barcelona en Barcelona el 19 de September de 2025.
Museo de la Felicidad Madrid,Madrid,2025-05-23 00:00:00,Ocio,ninguna,Desde 10€,Disfruta de un festival familiar en Museo de la Felicidad Madrid en Madrid el 23 de May de 2025.
Biblioteca Eugenio Trías actividades infantiles,Madrid,2025-03-11 00:00:00,Educación,ninguna,Desde 10€,Disfruta de un museo familiar en Biblioteca Eugenio Trías actividades infantiles en Madrid el 11 de March de 2025.
Pueblo Español de Barcelona,Barcelona,2025-09-18 00:00:00,Ocio,ninguna,Por confirmar,Disfruta de un parque temático familiar en Pueblo Español de Barcelona en Barcelona el 18 de September de 2025.
Oceanogràfic Valencia,Valencia,2025-11-07 00:00:00,Ocio,ninguna,Desde 30€,Disfruta de un literatura familiar en Oceanogràfic Valencia en Valencia el 7 de November de 2025.
Acuario de Gijón,Asturias,2025-09-23 00:00:00,Ocio,auditiva,Por confirmar,Disfruta de un parque temático familiar en Acuario de Gijón en Asturias el 23 de September de 2025.
Ciudad de las Artes y las Ciencias Valencia,Valencia,2025-04-23 00:00:00,Ocio,ninguna,Desde 20€,Disfruta de un literatura familiar en Ciudad de las Artes y las Ciencias Valencia en Valencia el 23 de April de 2025.
Parque de la Naturaleza de Cabárceno Cantabria,Cantabria,2025-09-17 00:00:00,Ocio,ninguna,Por confirmar,Disfruta de un concierto familiar en Parque de la Naturaleza de Cabárceno Cantabria en Cantabria el 17 de September de 2025.
Castillo de Manzanares el Real,Ciudad Real,2025-10-01 00:00:00,Educación,ninguna,Desde 20€,Disfruta de un exposición familiar en Castillo de Manzanares el Real en Ciudad Real el 1 de October de 2025.
Museo del Ferrocarril de Madrid,Madrid,2025-12-07 00:00:00,Ocio,auditiva,Desde 30€,Disfruta de un festival familiar en Museo del Ferrocarril de Madrid en Madrid el 7 de December de 2025.
Festival Emérita Lúdica Mérida,Badajoz,2025-07-14 00:00:00,Educación,visual,Desde 10€,Disfruta de un museo familiar en Festival Emérita Lúdica Mérida en Badajoz el 14 de July de 2025.
Jurassic World Experience Madrid,Madrid,2025-10-20 00:00:00,Educación,ninguna,Desde 10€,Disfruta de un exposición familiar en Jurassic World Experience Madrid en Madrid el 20 de October de 2025.
Castillo de Manzanares el Real,Ciudad Real,2025-09-22 00:00:00,Ocio,visual,Gratis,Disfruta de un parque temático familiar en Castillo de Manzanares el Real en Ciudad Real el 22 de September de 2025.
Museo Naval de Madrid,Madrid,2025-05-19 00:00:00,Ocio,ninguna,Por confirmar,Disfruta de un espectáculo familiar en Museo Naval de Madrid en Madrid el 19 de May de 2025.
Museo Nacional de Ciencias Naturales,Madrid,2025-04-30 00:00:00,Ocio,ninguna,Desde 20€,Disfruta de un parque temático familiar en Museo Nacional de Ciencias Naturales en Madrid el 30 de April de 2025.
Museo Nacional de Ciencias Naturales,Madrid,2025-07-10 00:00:00,Ocio,ninguna,Desde 5€,Disfruta de un literatura familiar en Museo Nacional de Ciencias Naturales en Madrid el 10 de July de 2025.
Pueblo Español de Barcelona,Barcelona,2025-09-07 00:00:00,Ocio,auditiva,Desde 5€,Disfruta de un parque temático familiar en Pueblo Español de Barcelona en Barcelona el 7 de September de 2025.
Concierto Aitana Estadio Metropolitano,Madrid,2025-11-10 00:00:00,Educación,ninguna,Desde 20€,Disfruta de un exposición familiar en Concierto Aitana Estadio Metropolitano en Madrid el 10 de November de 2025.
Museo del Mar de Galicia,A Coruña,2025-12-25 00:00:00,Ocio,auditiva,Desde 10€,Disfruta de un concierto familiar en Museo del Mar de Galicia en A Coruña el 25 de December de 2025.
Feria del Caballo Jerez,Cádiz,2025-03-27 00:00:00,Ocio,ninguna,Gratis,Disfruta de un festival familiar en Feria del Caballo Jerez en Cádiz el 27 de March de 2025.
Zoo Aquarium de Madrid,Madrid,2025-04-28 00:00:00,Ocio,ninguna,Desde 5€,Disfruta de un espectáculo familiar en Zoo Aquarium de Madrid en Madrid el 28 de April de 2025.
Harpia Balaguer Medieval Lleida,Lleida,2025-05-01 00:00:00,Educación,ninguna,Desde 10€,Disfruta de un museo familiar en Harpia Balaguer Medieval Lleida en Lleida el 1 de May de 2025.
Festival de Magia - Parque de Atracciones,Madrid,2025-11-09 00:00:00,Ocio,ninguna,Desde 30€,Disfruta de un parque temático familiar en Festival de Magia - Parque de Atracciones en Madrid el 9 de November de 2025.
Zoo Aquarium de Madrid,Madrid,2025-05-10 00:00:00,Educación,ninguna,Desde 10€,Disfruta de un museo familiar en Zoo Aquarium de Madrid en Madrid el 10 de May de 2025.
CaixaForum Madrid,Madrid,2025-08-06 00:00:00,Educación,ninguna,Gratis,Disfruta de un museo familiar en CaixaForum Madrid en Madrid el 6 de August de 2025.
Museo Naval de Madrid,Madrid,2025-08-05 00:00:00,Educación,auditiva,Por confirmar,Disfruta de un exposición familiar en Museo Naval de Madrid en Madrid el 5 de August de 2025.
Museo Nacional de Ciencias Naturales,Madrid,2025-12-06 00:00:00,Ocio,ninguna,Desde 30€,Disfruta de un literatura familiar en Museo Nacional de Ciencias Naturales en Madrid el 6 de December de 2025.
Museo de la Ciencia Valladolid,Valladolid,2025-10-28 00:00:00,Ocio,ninguna,Desde 10€,Disfruta de un parque temático familiar en Museo de la Ciencia Valladolid en Valladolid el 28 de October de 2025.
Museo Interactivo de la Música Málaga,Málaga,2025-06-18 00:00:00,Educación,visual,Desde 20€,Disfruta de un exposición familiar en Museo Interactivo de la Música Málaga en Málaga el 18 de June de 2025.
Festival de Magia - Parque de Atracciones,Madrid,2025-04-16 00:00:00,Ocio,auditiva,Desde 30€,Disfruta de un espectáculo familiar en Festival de Magia - Parque de Atracciones en Madrid el 16 de April de 2025.
Museo de la Ciencia Valladolid,Valladolid,2025-10-10 00:00:00,Ocio,ninguna,Desde 5€,Disfruta de un parque temático familiar en Museo de la Ciencia Valladolid en Valladolid el 10 de October de 2025.
L'Aquàrium Barcelona,Barcelona,2025-01-26 00:00:00,Ocio,visual,Gratis,Disfruta de un concierto familiar en L'Aquàrium Barcelona en Barcelona el 26 de January de 2025.
Parque Gulliver Valencia,Valencia,2025-02-25 00:00:00,Ocio,auditiva,Gratis,Disfruta de un festival familiar en Parque Gulliver Valencia en Valencia el 25 de February de 2025.
CaixaForum Barcelona,Barcelona,2025-04-25 00:00:00,Ocio,auditiva,Desde 20€,Disfruta de un espectáculo familiar en CaixaForum Barcelona en Barcelona el 25 de April de 2025.
Festival Tomavistas Madrid,Madrid,2025-01-23 00:00:00,Ocio,auditiva,Por confirmar,Disfruta de un concierto familiar en Festival Tomavistas Madrid en Madrid el 23 de January de 2025.
Museo de las Ilusiones Madrid,Madrid,2025-04-29 00:00:00,Ocio,ninguna,Desde 10€,Disfruta de un concierto familiar en Museo de las Ilusiones Madrid en Madrid el 29 de April de 2025.
Museo de la Felicidad Madrid,Madrid,2025-11-16 00:00:00,Ocio,ninguna,Desde 20€,Disfruta de un literatura familiar en Museo de la Felicidad Madrid en Madrid el 16 de November de 2025.
Maratón de los Cuentos Guadalajara,Guadalajara,2025-11-14 00:00:00,Ocio,auditiva,Desde 30€,Disfruta de un festival familiar en Maratón de los Cuentos Guadalajara en Guadalajara el 14 de November de 2025.
Parque de Aventuras Amazonia,Madrid,2025-11-24 00:00:00,Educación,auditiva,Desde 5€,Disfruta de un exposición familiar en Parque de Aventuras Amazonia en Madrid el 24 de November de 2025.
Museo Nacional de Ciencias Naturales,Madrid,2025-06-09 00:00:00,Ocio,auditiva,Desde 10€,Disfruta de un espectáculo familiar en Museo Nacional de Ciencias Naturales en Madrid el 9 de June de 2025.
CosmoCaixa Barcelona,Barcelona,2025-12-08 00:00:00,Ocio,ninguna,Desde 20€,Disfruta de un concierto familiar en CosmoCaixa Barcelona en Barcelona el 8 de December de 2025.
Parque de Aventuras Amazonia,Madrid,2025-02-17 00:00:00,Educación,ninguna,Por confirmar,Disfruta de un museo familiar en Parque de Aventuras Amazonia en Madrid el 17 de February de 2025.
Museo del Mar de Galicia,A Coruña,2025-09-30 00:00:00,Educación,ninguna,Desde 20€,Disfruta de un museo familiar en Museo del Mar de Galicia en A Coruña el 30 de September de 2025.
Museo de la Ciencia Valladolid,Valladolid,2025-10-31 00:00:00,Ocio,visual,Desde 10€,Disfruta de un literatura familiar en Museo de la Ciencia Valladolid en Valladolid el 31 de October de 2025.
Parque de Aventuras Amazonia,Madrid,2025-03-20 00:00:00,Ocio,ninguna,Gratis,Disfruta de un parque temático familiar en Parque de Aventuras Amazonia en Madrid el 20 de March de 2025.
Teleférico de Madrid,Madrid,2025-09-08 00:00:00,Ocio,ninguna,Desde 30€,Disfruta de un parque temático familiar en Teleférico de Madrid en Madrid el 8 de September de 2025.
CaixaForum Barcelona,Barcelona,2025-10-07 00:00:00,Educación,ninguna,Por confirmar,Disfruta de un museo familiar en CaixaForum Barcelona en Barcelona el 7 de October de 2025.
Parque de Aventuras Amazonia,Madrid,2025-11-19 00:00:00,Ocio,ninguna,Gratis,Disfruta de un festival familiar en Parque de Aventuras Amazonia en Madrid el 19 de November de 2025.
Ciudad de las Artes y las Ciencias Valencia,Valencia,2025-04-12 00:00:00,Ocio,ninguna,Desde 10€,Disfruta de un festival familiar en Ciudad de las Artes y las Ciencias Valencia en Valencia el 12 de April de 2025.
Museo de las Ilusiones Madrid,Madrid,2025-03-01 00:00:00,Ocio,visual,Gratis,Disfruta de un espectáculo familiar en Museo de las Ilusiones Madrid en Madrid el 1 de March de 2025.
Zoo Aquarium de Madrid,Madrid,2025-07-06 00:00:00,Ocio,auditiva,Desde 10€,Disfruta de un literatura familiar en Zoo Aquarium de Madrid en Madrid el 6 de July de 2025.
Acuario de Gijón,Asturias,2025-01-04 00:00:00,Educación,ninguna,Gratis,Disfruta de un exposición familiar en Acuario de Gijón en Asturias el 4 de January de 2025.
Bioparc Valencia,Valencia,2025-07-02 00:00:00,Ocio,ninguna,Desde 5€,Disfruta de un parque temático familiar en Bioparc Valencia en Valencia el 2 de July de 2025.
Festival Emérita Lúdica Mérida,Badajoz,2025-02-19 00:00:00,Ocio,ninguna,Por confirmar,Disfruta de un concierto familiar en Festival Emérita Lúdica Mérida en Badajoz el 19 de February de 2025.
Familyland Tres Cantos,Madrid,2025-11-22 00:00:00,Ocio,ninguna,Gratis,Disfruta de un parque temático familiar en Familyland Tres Cantos en Madrid el 22 de November de 2025.
Museo de la Ciencia Valladolid,Valladolid,2025-02-21 00:00:00,Ocio,ninguna,Desde 30€,Disfruta de un festival familiar en Museo de la Ciencia Valladolid en Valladolid el 21 de February de 2025.
Festival Tomavistas Madrid,Madrid,2025-10-11 00:00:00,Ocio,ninguna,Desde 10€,Disfruta de un espectáculo familiar en Festival Tomavistas Madrid en Madrid el 11 de October de 2025.
Museo del Ferrocarril de Madrid,Madrid,2025-01-25 00:00:00,Ocio,visual,Desde 20€,Disfruta de un literatura familiar en Museo del Ferrocarril de Madrid en Madrid el 25 de January de 2025.
Museo de las Ilusiones Madrid,Madrid,2025-09-16 00:00:00,Ocio,auditiva,Desde 10€,Disfruta de un festival familiar en Museo de las Ilusiones Madrid en Madrid el 16 de September de 2025.
L'Aquàrium Barcelona,Barcelona,2025-11-01 00:00:00,Ocio,ninguna,Desde 5€,Disfruta de un literatura familiar en L'Aquàrium Barcelona en Barcelona el 1 de November de 2025.
Familyland Tres Cantos,Madrid,2025-08-09 00:00:00,Educación,ninguna,Desde 20€,Disfruta de un exposición familiar en Familyland Tres Cantos en Madrid el 9 de August de 2025.
Teleférico de Madrid,Madrid,2025-12-06 00:00:00,Ocio,ninguna,Desde 10€,Disfruta de un espectáculo familiar en Teleférico de Madrid en Madrid el 6 de December de 2025.
Familyland Tres Cantos,Madrid,2025-01-05 00:00:00,Educación,ninguna,Gratis,Disfruta de un museo familiar en Familyland Tres Cantos en Madrid el 5 de January de 2025.
Museo del Ferrocarril de Madrid,Madrid,2025-02-23 00:00:00,Ocio,ninguna,Desde 20€,Disfruta de un parque temático familiar en Museo del Ferrocarril de Madrid en Madrid el 23 de February de 2025.
Festival de Magia - Parque de Atracciones,Madrid,2025-03-23 00:00:00,Educación,visual,Por confirmar,Disfruta de un exposición familiar en Festival de Magia - Parque de Atracciones en Madrid el 23 de March de 2025.
Museo de las Ilusiones Madrid,Madrid,2025-05-29 00:00:00,Ocio,ninguna,Por confirmar,Disfruta de un festival familiar en Museo de las Ilusiones Madrid en Madrid el 29 de May de 2025.
Oceanogràfic Valencia,Valencia,2025-04-03 00:00:00,Ocio,ninguna,Por confirmar,Disfruta de un espectáculo familiar en Oceanogràfic Valencia en Valencia el 3 de April de 2025.
Zoo Aquarium de Madrid,Madrid,2025-04-03 00:00:00,Ocio,ninguna,Desde 5€,Disfruta de un parque temático familiar en Zoo Aquarium de Madrid en Madrid el 3 de April de 2025.
Familyland Tres Cantos,Madrid,2025-06-10 00:00:00,Ocio,visual,Gratis,Disfruta de un parque temático familiar en Familyland Tres Cantos en Madrid el 10 de June de 2025.
Festival Pirineos Sur,Madrid,2025-09-03 00:00:00,Ocio,ninguna,Desde 10€,Disfruta de un literatura familiar en Festival Pirineos Sur en Madrid el 3 de September de 2025.
Harpia Balaguer Medieval Lleida,Lleida,2025-10-05 00:00:00,Educación,ninguna,Gratis,Disfruta de un exposición familiar en Harpia Balaguer Medieval Lleida en Lleida el 5 de October de 2025.
Feria del Caballo Jerez,Cádiz,2025-03-24 00:00:00,Ocio,ninguna,Por confirmar,Disfruta de un parque temático familiar en Feria del Caballo Jerez en Cádiz el 24 de March de 2025.
Zoo Aquarium de Madrid,Madrid,2025-09-13 00:00:00,Educación,ninguna,Desde 20€,Disfruta de un museo familiar en Zoo Aquarium de Madrid en Madrid el 13 de September de 2025.
Laberinto de Villapresente Cantabria,Cantabria,2025-08-10 00:00:00,Educación,visual,Desde 5€,Disfruta de un exposición familiar en Laberinto de Villapresente Cantabria en Cantabria el 10 de August de 2025.
Museo Interactivo de la Música Málaga,Málaga,2025-08-27 00:00:00,Ocio,ninguna,Desde 5€,Disfruta de un espectáculo familiar en Museo Interactivo de la Música Málaga en Málaga el 27 de August de 2025.
Oceanogràfic Valencia,Valencia,2025-01-13 00:00:00,Ocio,ninguna,Desde 10€,Disfruta de un espectáculo familiar en Oceanogràfic Valencia en Valencia el 13 de January de 2025.
Maratón de los Cuentos Guadalajara,Guadalajara,2025-12-23 00:00:00,Educación,auditiva,Desde 10€,Disfruta de un exposición familiar en Maratón de los Cuentos Guadalajara en Guadalajara el 23 de December de 2025.
Harpia Balaguer Medieval Lleida,Lleida,2025-01-15 00:00:00,Educación,ninguna,Desde 30€,Disfruta de un exposición familiar en Harpia Balaguer Medieval Lleida en Lleida el 15 de January de 2025.
Parque Warner Madrid,Madrid,2025-03-08 00:00:00,Ocio,ninguna,Desde 30€,Disfruta de un festival familiar en Parque Warner Madrid en Madrid el 8 de March de 2025.
Biblioteca Eugenio Trías actividades infantiles,Madrid,2025-10-18 00:00:00,Ocio,ninguna,Por confirmar,Disfruta de un parque temático familiar en Biblioteca Eugenio Trías actividades infantiles en Madrid el 18 de October de 2025.
Concierto Aitana Estadio Metropolitano,Madrid,2025-08-01 00:00:00,Educación,ninguna,Desde 30€,Disfruta de un exposición familiar en Concierto Aitana Estadio Metropolitano en Madrid el 1 de August de 2025.
Ciudad de las Artes y las Ciencias Valencia,Valencia,2025-07-24 00:00:00,Educación,ninguna,Desde 10€,Disfruta de un museo familiar en Ciudad de las Artes y las Ciencias Valencia en Valencia el 24 de July de 2025.
Maratón de los Cuentos Guadalajara,Guadalajara,2025-06-10 00:00:00,Ocio,auditiva,Desde 5€,Disfruta de un concierto familiar en Maratón de los Cuentos Guadalajara en Guadalajara el 10 de June de 2025.
Museo Naval de Madrid,Madrid,2025-03-21 00:00:00,Ocio,auditiva,Desde 5€,Disfruta de un espectáculo familiar en Museo Naval de Madrid en Madrid el 21 de March de 2025.
CaixaForum Barcelona,Barcelona,2025-10-14 00:00:00,Ocio,ninguna,Gratis,Disfruta de un literatura familiar en CaixaForum Barcelona en Barcelona el 14 de October de 2025.
Dinópolis Teruel,Teruel,2025-11-07 00:00:00,Ocio,visual,Desde 20€,Disfruta de un espectáculo familiar en Dinópolis Teruel en Teruel el 7 de November de 2025.
Museo de la Ciencia Valladolid,Valladolid,2025-12-10 00:00:00,Ocio,ninguna,Desde 20€,Disfruta de un espectáculo familiar en Museo de la Ciencia Valladolid en Valladolid el 10 de December de 2025.
Teleférico de Madrid,Madrid,2025-06-12 00:00:00,Ocio,ninguna,Por confirmar,Disfruta de un concierto familiar en Teleférico de Madrid en Madrid el 12 de June de 2025.
Feria del Caballo Jerez,Cádiz,2025-06-06 00:00:00,Ocio,ninguna,Desde 10€,Disfruta de un espectáculo familiar en Feria del Caballo Jerez en Cádiz el 6 de June de 2025.
Museo del Prado actividades familiares,Bizkaia,2025-04-15 00:00:00,Ocio,ninguna,Desde 10€,Disfruta de un concierto familiar en Museo del Prado actividades familiares en Bizkaia el 15 de April de 2025.
Biblioteca Eugenio Trías actividades infantiles,Madrid,2025-03-20 00:00:00,Ocio,ninguna,Desde 30€,Disfruta de un espectáculo familiar en Biblioteca Eugenio Trías actividades infantiles en Madrid el 20 de March de 2025.
Concierto Aitana Estadio Metropolitano,Madrid,2025-08-26 00:00:00,Educación,ninguna,Por confirmar,Disfruta de un exposición familiar en Concierto Aitana Estadio Metropolitano en Madrid el 26 de August de 2025.
Parque Warner Madrid,Madrid,2025-05-01 00:00:00,Ocio,visual,Desde 20€,Disfruta de un festival familiar en Parque Warner Madrid en Madrid el 1 de May de 2025.
Karting Ángel Burgueño Madrid,Madrid,2025-12-12 00:00:00,Ocio,ninguna,Desde 30€,Disfruta de un concierto familiar en Karting Ángel Burgueño Madrid en Madrid el 12 de December de 2025.
Parque Gulliver Valencia,Valencia,2025-08-02 00:00:00,Ocio,visual,Gratis,Disfruta de un literatura familiar en Parque Gulliver Valencia en Valencia el 2 de August de 2025.
Dinópolis Teruel,Teruel,2025-06-06 00:00:00,Ocio,ninguna,Desde 20€,Disfruta de un festival familiar en Dinópolis Teruel en Teruel el 6 de June de 2025.
Museo de la Felicidad Madrid,Madrid,2025-12-08 00:00:00,Ocio,visual,Por confirmar,Disfruta de un espectáculo familiar en Museo de la Felicidad Madrid en Madrid el 8 de December de 2025.
Museo de Cera de Madrid,Madrid,2025-08-15 00:00:00,Ocio,visual,Por confirmar,Disfruta de un concierto familiar en Museo de Cera de Madrid en Madrid el 15 de August de 2025.
Festival de Magia - Parque de Atracciones,Madrid,2025-09-22 00:00:00,Educación,ninguna,Desde 20€,Disfruta de un museo familiar en Festival de Magia - Parque de Atracciones en Madrid el 22 de September de 2025.
Castillo de Manzanares el Real,Ciudad Real,2025-02-11 00:00:00,Ocio,visual,Desde 30€,Disfruta de un concierto familiar en Castillo de Manzanares el Real en Ciudad Real el 11 de February de 2025.
Parque Gulliver Valencia,Valencia,2025-03-04 00:00:00,Educación,auditiva,Desde 10€,Disfruta de un exposición familiar en Parque Gulliver Valencia en Valencia el 4 de March de 2025.
Familyland Tres Cantos,Madrid,2025-05-09 00:00:00,Ocio,ninguna,Gratis,Disfruta de un espectáculo familiar en Familyland Tres Cantos en Madrid el 9 de May de 2025.
Festival Pirineos Sur,Madrid,2025-10-27 00:00:00,Ocio,auditiva,Desde 5€,Disfruta de un parque temático familiar en Festival Pirineos Sur en Madrid el 27 de October de 2025.
Museo del Prado actividades familiares,Bizkaia,2025-07-23 00:00:00,Educación,ninguna,Desde 10€,Disfruta de un museo familiar en Museo del Prado actividades familiares en Bizkaia el 23 de July de 2025.
Festival Emérita Lúdica Mérida,Badajoz,2025-06-23 00:00:00,Educación,ninguna,Desde 5€,Disfruta de un exposición familiar en Festival Emérita Lúdica Mérida en Badajoz el 23 de June de 2025.
Museo de las Ilusiones Madrid,Madrid,2025-10-17 00:00:00,Ocio,ninguna,Desde 10€,Disfruta de un literatura familiar en Museo de las Ilusiones Madrid en Madrid el 17 de October de 2025.
Biblioteca Eugenio Trías actividades infantiles,Madrid,2025-11-18 00:00:00,Educación,visual,Desde 30€,Disfruta de un museo familiar en Biblioteca Eugenio Trías actividades infantiles en Madrid el 18 de November de 2025.
Festival Emérita Lúdica Mérida,Badajoz,2025-10-04 00:00:00,Educación,ninguna,Desde 10€,Disfruta de un exposición familiar en Festival Emérita Lúdica Mérida en Badajoz el 4 de October de 2025.
CosmoCaixa Barcelona,Barcelona,2025-05-03 00:00:00,Ocio,auditiva,Gratis,Disfruta de un festival familiar en CosmoCaixa Barcelona en Barcelona el 3 de May de 2025.
PortAventura World,Madrid,2025-06-12 00:00:00,Ocio,ninguna,Desde 20€,Disfruta de un festival familiar en PortAventura World en Madrid el 12 de June de 2025.
Maratón de los Cuentos Guadalajara,Guadalajara,2025-04-18 00:00:00,Ocio,ninguna,Desde 30€,Disfruta de un literatura familiar en Maratón de los Cuentos Guadalajara en Guadalajara el 18 de April de 2025.
Festival Tomavistas Madrid,Madrid,2025-10-23 00:00:00,Ocio,ninguna,Desde 20€,Disfruta de un festival familiar en Festival Tomavistas Madrid en Madrid el 23 de October de 2025.
Museo de las Ilusiones Madrid,Madrid,2025-11-01 00:00:00,Ocio,auditiva,Por confirmar,Disfruta de un concierto familiar en Museo de las Ilusiones Madrid en Madrid el 1 de November de 2025.
