Company;TypeName;Inches;Ram;Memory;Weight;Price_euros;ScreenType;Resolution;IsTouchscreen;Cpu_Type;Memory_Cpu;OpsysType;Version;Manufacturer;MemoryGraphic;Model Base;Specifications;width;height
Dell;Notebook;15.6;8.0;256.0;2.36;889.0;Full HD;1920x1080;False;Intel Core i5 7200U;2.5;Windows;10;AMD;Radeon R7 M445;Inspiron 5567;;1920;1080
Chuwi;Notebook;12.3;6.0;64.0;1.4;449.0;IPS Panel / Retina Display;2736x1824;False;Intel Celeron Quad Core N3450;1.1;Windows;10;Intel;HD Graphics 500;LapBook 12.3;;2736;1824
Lenovo;Ultrabook;14.0;12.0;256.0;1.4;1673.0;IPS Panel / Full HD;1920x1080;False;Intel Core i7 6600U;2.6;Windows;10;Intel;HD Graphics 520;Thinkpad T460s;;1920;1080
Acer;Notebook;15.6;4.0;1024.0;2.1;272.0;;1366x768;False;Intel Celeron Dual Core N3350;2.0;Linux;;Intel;HD Graphics 500;Aspire 3;;1366;768
Dell;Workstation;15.6;16.0;512.0;2.17;2338.0;IPS Panel / Full HD;1920x1080;False;Intel Core i7 6820HQ;2.7;Windows;10;Nvidia;Quadro M620;Precision 3520;;1920;1080
Asus;Notebook;14.0;4.0;32.0;1.5;298.0;Full HD;1920x1080;False;Intel Celeron Dual Core N3350;1.1;Windows;10;Intel;HD Graphics 500;VivoBook E403NA;;1920;1080
Dell;Ultrabook;13.3;8.0;256.0;1.23;1099.0;Touchscreen / Quad HD+;3200x1800;True;Intel Core i5 6300U;2.4;Linux;;Intel;HD Graphics 520;XPS 13;;3200;1800
Dell;Notebook;15.6;8.0;128.0;2.33;844.0;Full HD;1920x1080;False;Intel Core i5 8250U;1.6;Windows;10;AMD;Radeon 530;Inspiron 5570;;1920;1080
Lenovo;Notebook;15.6;4.0;1024.0;2.2;359.99;;1366x768;False;Intel Pentium Quad Core N4200;1.1;No OS;;Intel;HD Graphics 505;IdeaPad 320-15IAP;;1366;768
Dell;Notebook;15.6;4.0;1024.0;2.2;776.0;Full HD;1920x1080;False;Intel Core i5 8250U;1.6;Windows;10;AMD;Radeon 530;Inspiron 5570;;1920;1080
Lenovo;Notebook;15.6;8.0;256.0;2.3;911.0;IPS Panel / Full HD;1920x1080;False;Intel Core i5 7200U;2.5;Windows;10;Intel;HD Graphics 620;ThinkPad L570;;1920;1080
Dell;2 in 1 Convertible;13.3;8.0;256.0;1.62;798.01;Touchscreen / Full HD;1920x1080;True;Intel Core i7 6500U;2.5;Windows;10;Intel;HD Graphics 520;Inspiron 5368;;1920;1080
Toshiba;Notebook;13.3;4.0;128.0;1.2;1195.0;Full HD;1920x1080;False;Intel Core i5 6200U;2.3;Windows;10;Intel;HD Graphics 520;Portege Z30-C-16H;;1920;1080
Microsoft;Ultrabook;13.5;8.0;256.0;1.25;1799.0;Touchscreen;2256x1504;True;Intel Core i7 7660U;2.5;Windows;10 S;Intel;Iris Plus Graphics 640;Surface Laptop;;2256;1504
Lenovo;Notebook;15.6;8.0;1024.0;2.6;899.0;IPS Panel / Full HD;1920x1080;False;Intel Core i7 6700HQ;2.6;Windows;10;Nvidia;GeForce GTX 960M;IdeaPad Y700-15ISK;;1920;1080
MSI;Gaming;15.6;8.0;128.0;2.2;1149.0;Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1050;GL62M 7RDX;;1920;1080
Lenovo;Notebook;15.6;8.0;256.0;2.67;2090.0;Full HD;1920x1080;False;Intel Core i7 7820HQ;2.9;Windows;10;Nvidia;Quadro M2200M;Thinkpad P51;;1920;1080
Lenovo;Notebook;15.6;8.0;256.0;2.17;898.9;Full HD;1920x1080;False;Intel Core i7 8550U;1.8;Windows;10;Intel;UHD Graphics 620;Ideapad 520-15IKBR;;1920;1080
Lenovo;Notebook;14.0;8.0;256.0;1.9;938.0;IPS Panel / Full HD;1920x1080;False;Intel Core i5 7200U;2.5;Windows;10;Intel;HD Graphics 620;ThinkPad L470;;1920;1080
Lenovo;2 in 1 Convertible;13.9;8.0;256.0;1.38;1079.0;Touchscreen / IPS Panel / Full HD;1920x1080;True;Intel Core i7 7500U;2.7;Windows;10;Intel;HD Graphics 620;Yoga 910-13IKB;;1920;1080
HP;Ultrabook;13.3;8.0;256.0;1.11;1349.0;Touchscreen / IPS Panel / Full HD;1920x1080;True;Intel Core i7 7500U;2.7;Windows;10;Intel;HD Graphics 620;Spectre 13-V111dx;;1920;1080
Dell;2 in 1 Convertible;15.6;8.0;1024.0;2.08;819.0;Touchscreen / IPS Panel / Full HD;1920x1080;True;Intel Core i7 8550U;1.8;Windows;10;Intel;UHD Graphics 620;Inspiron 5579;;1920;1080
Lenovo;Notebook;14.0;8.0;256.0;1.75;1049.0;IPS Panel / Full HD;1920x1080;False;Intel Core i5 8250U;1.6;Windows;10;Intel;UHD Graphics 620;ThinkPad E480;;1920;1080
MSI;Gaming;15.6;16.0;256.0;1.8;2094.48;Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1060;GS63VR 7RF;;1920;1080
HP;Ultrabook;14.0;8.0;256.0;1.43;1500.0;Full HD;1920x1080;False;Intel Core i7 6500U;2.5;Windows;10;Intel;HD Graphics 520;EliteBook 1040;;1920;1080
Acer;Notebook;15.6;8.0;1024.0;2.2;745.0;IPS Panel / Full HD;1920x1080;False;Intel Core i7 8550U;1.8;Windows;10;Nvidia;GeForce MX130;Aspire A515-51G;;1920;1080
Dell;Notebook;14.0;4.0;500.0;1.6;875.0;;1366x768;False;Intel Core i5 7200U;2.5;Windows;10;Intel;HD Graphics 620;Latitude 5480;;1366;768
Asus;Notebook;15.6;8.0;128.0;2.0;581.9;;1920x1080;False;Intel Pentium Dual Core N4200;1.1;Windows;10;Intel;HD Graphics 505;Vivobook Max;;1920;1080
HP;2 in 1 Convertible;13.3;8.0;256.0;1.26;1398.99;Touchscreen / IPS Panel / Full HD;1920x1080;True;Intel Core i5 8250U;1.6;Windows;10;Intel;UHD Graphics 620;Spectre x360;;1920;1080
Lenovo;Notebook;15.6;4.0;500.0;2.2;344.0;Full HD;1920x1080;False;Intel Pentium Quad Core N4200;1.1;Windows;10;Intel;HD Graphics 505;IdeaPad 320-15IAP;;1920;1080
HP;Notebook;15.6;8.0;1024.0;2.04;846.5;;1366x768;False;Intel Core i5 7200U;2.5;Windows;10;Nvidia;GeForce 930MX;ProBook 450;;1366;768
Dell;Notebook;15.6;8.0;128.0;2.2;985.0;Full HD;1920x1080;False;Intel Core i7 8550U;1.8;Windows;10;AMD;Radeon 530;Inspiron 5570;;1920;1080
Acer;Gaming;15.6;16.0;256.0;2.5;1299.0;Full HD;1920x1080;False;Intel Core i5 7300HQ;2.5;Windows;10;Nvidia;GeForce GTX 1050 Ti;Aspire VX5-591G;;1920;1080
Dell;Notebook;15.6;8.0;128.0;1.95;810.0;;1366x768;False;Intel Core i5 7200U;2.5;Windows;10;Intel;HD Graphics 620;Latitude 3580;;1366;768
Acer;Notebook;11.6;4.0;128.0;1.4;485.0;;1366x768;False;Intel Pentium Quad Core N3710;1.6;Windows;10;Intel;HD Graphics 405;TravelMate B;;1366;768
Dell;Gaming;15.6;8.0;256.0;2.56;879.0;Full HD;1920x1080;False;Intel Core i5 7300HQ;2.5;Windows;10;Nvidia;GeForce GTX 1050;Inspiron 5577;;1920;1080
Acer;Notebook;15.6;4.0;500.0;2.4;289.0;;1366x768;False;Intel Celeron Dual Core N3060;1.6;Linux;;Intel;HD Graphics 400;Aspire ES1-531;;1366;768
Lenovo;Notebook;17.3;6.0;1024.0;2.8;649.0;;1600x900;False;Intel Core i5 7200U;2.5;Windows;10;Nvidia;GeForce GTX 940M;IdeaPad 320-17IKB;;1600;900
Lenovo;Gaming;15.6;16.0;512.0;3.2;1749.0;IPS Panel / Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1060;Legion Y720-15IKB;;1920;1080
HP;Notebook;15.6;8.0;256.0;1.96;679.0;Full HD;1920x1080;False;Intel Core i7 6500U;2.5;Windows;10;Intel;HD Graphics 520;250 G5;;1920;1080
MSI;Gaming;15.6;8.0;128.0;2.2;1119.91;Full HD;1920x1080;False;Intel Core i5 7300HQ;2.5;Windows;10;Nvidia;GeForce GTX 1050;GL62M 7RD;;1920;1080
Dell;Notebook;15.6;4.0;1024.0;2.18;465.0;;1366x768;False;Intel Core i3 6006U;2.0;Linux;;AMD;Radeon R5 M420;Vostro 3568;;1366;768
Acer;Gaming;17.3;16.0;256.0;4.2;2599.0;IPS Panel / Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1070;Predator G9-793;;1920;1080
HP;Gaming;15.6;8.0;128.0;2.2;1099.0;IPS Panel / Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1050;Omen 15-AX205na;;1920;1080
Dell;2 in 1 Convertible;13.3;8.0;1024.0;1.55;659.0;Touchscreen / Full HD;1920x1080;True;Intel Core i5 8250U;1.6;Windows;10;Intel;UHD Graphics 620;Inspiron 5379;;1920;1080
Asus;Gaming;17.3;24.0;256.0;4.33;1269.0;Touchscreen / IPS Panel / Full HD;1920x1080;True;Intel Core i7 6700HQ;2.6;Windows;10;Nvidia;GeForce GTX 965M;Rog G752VL-UH71T;;1920;1080
Lenovo;Notebook;15.6;8.0;256.0;2.2;629.0;Full HD;1920x1080;False;Intel Core i5 7200U;2.5;No OS;;Nvidia;GeForce 940MX;IdeaPad 320-15IKBN;;1920;1080
Lenovo;2 in 1 Convertible;11.3;8.0;256.0;1.1;1299.0;Touchscreen / IPS Panel / Full HD;1920x1080;True;Intel Core M m7-6Y75;1.2;Windows;10;Intel;HD Graphics 515;Yoga 700-11ISK;;1920;1080
Acer;Notebook;15.6;4.0;500.0;2.4;380.0;;1366x768;False;Intel Pentium Quad Core N4200;1.1;Windows;10;Intel;HD Graphics 505;Aspire ES1-533;;1366;768
Dell;Gaming;15.6;16.0;256.0;3.49;2813.75;Full HD;1920x1080;False;Intel Core i7 7820HK;2.9;Windows;10;Nvidia;GeForce GTX 1070;Alienware 15;;1920;1080
Lenovo;Notebook;15.6;4.0;500.0;2.19;298.0;;1366x768;False;AMD A6-Series 7310;2.0;Windows;10;AMD;Radeon R4;110-15ACL ;A6-7310/4GB/500GB/W10;1366;768
Asus;Notebook;15.6;8.0;256.0;2.0;769.0;Full HD;1920x1080;False;Intel Core i5 7200U;2.5;Windows;10;Nvidia;GeForce 920MX ;Vivobook X541UV-DM1217T;;1920;1080
MSI;Gaming;15.6;16.0;256.0;1.8;2299.0;4K Ultra HD;3840x2160;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1060;GS63VR 7RF;;3840;2160
Lenovo;2 in 1 Convertible;15.6;8.0;256.0;2.0;1299.0;Touchscreen / IPS Panel / Full HD;1920x1080;True;Intel Core i7 7700HQ;2.8;Windows;10;Intel;HD Graphics 630;Yoga 720-15IKB;;1920;1080
HP;Notebook;15.6;4.0;500.0;2.07;650.0;;1366x768;False;Intel Core i3 6100U;2.3;Windows;10;Intel;HD Graphics 520;ProBook 450;;1366;768
HP;Notebook;14.0;8.0;256.0;1.95;1195.0;Full HD;1920x1080;False;Intel Core i5 6200U;2.3;Windows;7;Intel;HD Graphics 520;Probook 640;;1920;1080
Asus;Ultrabook;14.0;8.0;256.0;1.1;1135.0;Full HD;1920x1080;False;Intel Core i5 7200U;2.5;Windows;10;Intel;HD Graphics 620;Zenbook 3;;1920;1080
Asus;Notebook;14.0;8.0;256.0;2.0;1334.0;Full HD;1920x1080;False;Intel Core i7 7500U;2.7;Windows;10;Intel;HD Graphics 620;UX510UX-CN269T ;8GB/256GB;1920;1080
Asus;Notebook;15.6;4.0;500.0;2.2;720.32;;1366x768;False;Intel Core i7 6500U;2.5;Windows;10;Nvidia;GeForce 920M;X556UJ-XO044T ;4GB/500GB/GeForce;1366;768
MSI;Gaming;15.6;16.0;256.0;2.4;1294.0;Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1050;GP62 7RDX;;1920;1080
HP;Notebook;14.0;6.0;256.0;1.58;659.0;IPS Panel / Full HD;1920x1080;False;Intel Core i5 7200U;2.5;Windows;10;Nvidia;GeForce 940MX;Pavilion 14-BK001nv;;1920;1080
Lenovo;2 in 1 Convertible;10.1;4.0;64.0;0.69;479.0;Touchscreen / IPS Panel;1920x1200;True;Intel Atom x5-Z8550;1.44;Windows;10;Intel;HD Graphics 400;Yoga Book;;1920;1200
Lenovo;Notebook;14.0;8.0;180.0;1.7;1199.0;Full HD;1920x1080;False;Intel Core i5 6200U;2.3;Windows;7;Intel;HD Graphics 520;ThinkPad T460;;1920;1080
HP;Notebook;17.3;8.0;256.0;2.63;1200.0;Full HD;1920x1080;False;Intel Core i7 7500U;2.7;Windows;10;Nvidia;GeForce 930MX;ProBook 470;;1920;1080
HP;Notebook;17.3;8.0;256.0;2.63;1080.0;Full HD;1920x1080;False;Intel Core i5 7200U;2.5;Windows;10;Nvidia;GeForce 930MX;Probook 470;;1920;1080
Lenovo;Notebook;14.0;4.0;64.0;1.44;249.0;;1366x768;False;Intel Celeron Dual Core N3350;1.1;Windows;10;Intel;HD Graphics 500;IdeaPad 120S-14IAP;;1366;768
Toshiba;Notebook;15.6;8.0;256.0;2.0;1258.0;IPS Panel / Full HD;1920x1080;False;Intel Core i5 7200U;2.5;Windows;10;Intel;HD Graphics 620;Tecra Z50-D-10E;;1920;1080
Dell;Gaming;15.6;16.0;256.0;4.42;2868.99;IPS Panel / 4K Ultra HD;3840x2160;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1070;Alienware 17;;3840;2160
HP;Notebook;13.3;8.0;256.0;1.49;1090.0;Full HD;1920x1080;False;Intel Core i7 7500U;2.7;Windows;10;Intel;HD Graphics 620;ProBook 430;;1920;1080
Dell;2 in 1 Convertible;13.3;4.0;1024.0;1.71;649.0;Touchscreen / Full HD;1920x1080;True;Intel Core i3 7100U;2.4;Windows;10;Intel;HD Graphics 620;Inspiron 5378;;1920;1080
Lenovo;Notebook;13.3;8.0;256.0;1.4;1010.0;IPS Panel / Full HD;1920x1080;False;Intel Core i7 7500U;2.7;Windows;10;Intel;HD Graphics 620;Thinkpad 13;;1920;1080
Toshiba;Notebook;15.6;4.0;128.0;2.1;498.0;;1366x768;False;Intel Core i3 6100U;2.1;Windows;10;Intel;HD Graphics 520;Satellite Pro;;1366;768
Asus;2 in 1 Convertible;15.6;8.0;1024.0;2.2;739.0;Touchscreen;1366x768;True;Intel Core i5 7200U;2.5;Windows;10;Intel;HD Graphics 520;TP501UA-CJ131T ;i5-7200U/8GB/1TB/W10;1366;768
HP;Notebook;15.6;4.0;500.0;1.86;364.9;;1366x768;False;Intel Core i3 6006U;2.0;No OS;;Intel;HD Graphics 520;250 G6;;1366;768
HP;Notebook;15.6;8.0;1024.0;2.05;598.0;;1366x768;False;Intel Core i7 7500U;2.7;Windows;10;Intel;HD Graphics 620;15-BS078nr ;i7-7500U/8GB/1TB/W10;1366;768
MSI;Gaming;17.3;16.0;128.0;4.5;2349.0;Full HD;1920x1080;False;Intel Core i7 6820HK;2.7;Windows;10;Nvidia;GeForce GTX 980M;GT80S 6QE;;1920;1080
MSI;Gaming;17.3;8.0;128.0;2.7;1486.77;Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1060;GP72VR Leopard;;1920;1080
Dell;Gaming;15.6;16.0;512.0;2.62;1679.0;4K Ultra HD;3840x2160;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1050 Ti;Inspiron 7567;;3840;2160
Dell;Notebook;15.6;4.0;500.0;1.9;825.0;;1366x768;False;Intel Core i5 7200U;2.5;Windows;10;Intel;HD Graphics 620;Latitude 5580;;1366;768
Lenovo;Notebook;15.6;8.0;2048.0;2.2;519.0;Full HD;1920x1080;False;Intel Core i5 7200U;2.5;No OS;;Intel;HD Graphics 620;IdeaPad 320-15IKBN;;1920;1080
Lenovo;Notebook;17.3;4.0;500.0;2.8;529.0;Full HD;1920x1080;False;Intel Core i3 6006U;2.0;No OS;;Intel;HD Graphics 520;V320-17ISK ;4GB/500GB/FHD/No;1920;1080
Toshiba;Ultrabook;13.3;8.0;256.0;1.2;1363.0;Full HD;1920x1080;False;Intel Core i7 6500U;2.5;Windows;10;Intel;HD Graphics 520;Portege Z30-C-16L;;1920;1080
Asus;Notebook;15.6;8.0;1024.0;2.3;522.99;;1366x768;False;Intel Core i5 7200U;2.5;Linux;;Nvidia;GeForce 940MX;X542UQ-GO005 ;8GB/1TB/GeForce;1366;768
HP;Ultrabook;13.3;8.0;256.0;1.34;1145.0;IPS Panel / Quad HD+;3200x1800;False;Intel Core i7 7500U;2.7;Windows;10;Intel;HD Graphics 620;Envy 13-AB020nr;;3200;1800
Acer;Ultrabook;13.3;8.0;256.0;1.12;989.0;IPS Panel / Full HD;1920x1080;False;Intel Core i5 7Y54;1.2;Windows;10;Intel;HD Graphics 615;Swift 7;;1920;1080
Dell;Notebook;14.0;8.0;256.0;1.56;1229.0;Full HD;1920x1080;False;Intel Core i5 6300U;2.4;Windows;10;Intel;HD Graphics 520;Latitude E7470;;1920;1080
Dell;Notebook;15.6;4.0;256.0;2.3;639.0;Full HD;1920x1080;False;Intel Core i5 7200U;2.5;Windows;10;AMD;Radeon R5 M430;Inspiron 3567;;1920;1080
HP;Notebook;15.6;8.0;256.0;1.86;539.0;Full HD;1920x1080;False;Intel Core i3 6006U;2.0;Windows;10;Intel;HD Graphics 520;250 G6;;1920;1080
Lenovo;Notebook;14.0;4.0;500.0;2.1;299.0;;1366x768;False;Intel Celeron Dual Core N3350;1.1;Windows;10;Intel;HD Graphics 500;IdeaPad 320-14IAP;;1366;768
HP;Notebook;15.6;4.0;1024.0;2.04;521.47;Touchscreen;1366x768;True;Intel Core i5 8250U;1.6;Windows;10;Intel;UHD Graphics 620;15-bs190od ;i5-8250U/4GB/1TB/W10;1366;768
Asus;Gaming;17.3;16.0;512.0;4.3;2150.0;IPS Panel / Full HD;1920x1080;False;Intel Core i7 6700HQ;2.6;Windows;10;Nvidia;GeForce GTX 980M;Rog G752VY-GC229T;;1920;1080
Lenovo;2 in 1 Convertible;13.3;8.0;256.0;1.37;1399.0;Touchscreen / IPS Panel / Full HD;1920x1080;True;Intel Core i5 7200U;2.5;Windows;10;Intel;HD Graphics 620;ThinkPad Yoga;;1920;1080
HP;Ultrabook;13.3;8.0;512.0;1.34;1323.0;IPS Panel / Full HD;1920x1080;False;Intel Core i7 7500U;2.7;Windows;10;Intel;HD Graphics 620;Envy 13-AB002nv;;1920;1080
HP;Notebook;17.3;8.0;1024.0;2.5;1018.0;Full HD;1920x1080;False;Intel Core i7 8550U;1.8;Windows;10;Nvidia;GeForce 930MX ;Probook 470;;1920;1080
Toshiba;Notebook;15.6;8.0;128.0;2.0;793.0;;1366x768;False;Intel Core i5 7200U;2.5;Windows;10;Intel;HD Graphics 620;Satellite Pro;;1366;768
Dell;Gaming;15.6;8.0;1024.0;2.65;949.0;Full HD;1920x1080;False;Intel Core i5 7300HQ;2.5;Windows;10;Nvidia;GeForce GTX 1050;Inspiron 7567;;1920;1080
Lenovo;2 in 1 Convertible;15.6;16.0;512.0;2.0;1899.0;Touchscreen / IPS Panel / 4K Ultra HD;3840x2160;True;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1050;Yoga 720-15IKB;;3840;2160
HP;Workstation;17.3;16.0;256.0;3.0;4389.0;IPS Panel / Full HD;1920x1080;False;Intel Xeon E3-1535M v5;2.9;Windows;7;Nvidia;Quadro M2000M;Zbook 17;;1920;1080
Lenovo;Notebook;15.6;4.0;256.0;2.2;399.0;Full HD;1920x1080;False;AMD A9-Series 9420;2.9;Windows;10;AMD;Radeon 530;IdeaPad 320-15AST;;1920;1080
HP;Notebook;13.3;8.0;256.0;1.16;1699.0;Touchscreen / Quad HD+;3200x1800;True;Intel Core M 6Y54;1.1;Windows;10;Intel;HD Graphics 515;EliteBook 1030;;3200;1800
MSI;Gaming;15.6;8.0;128.0;2.2;1089.0;Full HD;1920x1080;False;Intel Core i5 7300HQ;2.5;Windows;10;Nvidia;GeForce GTX 1050;GL62M ;8GB/1TB;1920;1080
Apple;Ultrabook;12.0;8.0;512.0;0.92;1279.0;IPS Panel / Retina Display;2304x1440;False;Intel Core M;1.2;Mac OS X;;Intel;HD Graphics 515;"MacBook 12""";;2304;1440
Acer;Notebook;15.6;4.0;1024.0;2.4;499.0;Full HD;1920x1080;False;Intel Core i3 7100U;2.4;Windows;10;Intel;HD Graphics 620;Aspire E5-575;;1920;1080
MSI;Gaming;15.6;8.0;256.0;2.2;1027.74;Full HD;1920x1080;False;Intel Core i5 7300HQ;2.5;Windows;10;Nvidia;GeForce GTX 1050;GV62 7RD-1686NL;;1920;1080
HP;Notebook;15.6;8.0;256.0;2.04;889.0;Full HD;1920x1080;False;Intel Core i5 7200U;2.5;Windows;10;Nvidia;GeForce 930MX;Probook 450;;1920;1080
Asus;2 in 1 Convertible;12.5;8.0;64.0;1.2;1159.0;Full HD;1920x1080;False;Intel Core M M7-6Y75;1.2;Chrome OS;;Intel;HD Graphics 515;Chromebook Flip;;1920;1080
Apple;Ultrabook;12.0;8.0;256.0;0.92;1300.0;IPS Panel / Retina Display;2304x1440;False;Intel Core M;1.1;Mac OS X;;Intel;HD Graphics 515;"MacBook 12""";;2304;1440
Lenovo;Notebook;14.0;16.0;256.0;1.1;2620.0;IPS Panel;2560x1440;False;Intel Core i7 6600U;2.6;Windows;7;Intel;HD Graphics 520;ThinkPad X1;;2560;1440
Lenovo;Notebook;14.0;8.0;256.0;1.8;1191.0;Full HD;1920x1080;False;Intel Core i5 6300HQ;2.3;Windows;10;Intel;HD Graphics 520;Thinkpad T460p;;1920;1080
Acer;Notebook;15.6;4.0;500.0;2.4;361.8;;1366x768;False;Intel Core i3 6006U;2.0;Linux;;Intel;HD Graphics 520;Aspire ES1-572;;1366;768
Lenovo;Workstation;15.6;16.0;1024.0;2.5;3299.0;IPS Panel / 4K Ultra HD;3840x2160;False;Intel Core i7 7600U;2.8;Windows;10;Nvidia;Quadro M520M;Thinkpad P51s;;3840;2160
Asus;2 in 1 Convertible;11.6;4.0;32.0;1.5;375.0;Touchscreen;1366x768;True;Intel Celeron Dual Core N3350;1.1;Windows;10;Intel;HD Graphics 500;VivoBook Flip;;1366;768
Lenovo;2 in 1 Convertible;14.0;8.0;256.0;1.7;999.0;Touchscreen / Full HD;1920x1080;True;Intel Core i5 7200U;2.5;Windows;10;Intel;HD Graphics 620;Flex 5;;1920;1080
Asus;Notebook;15.6;4.0;500.0;2.2;720.32;;1366x768;False;Intel Core i7 6500U;2.5;Windows;10;Nvidia;GeForce 920M;X556UJ-XO044T ;4GB/500GB/GeForce;1366;768
Dell;Notebook;15.6;8.0;500.0;1.9;935.0;Full HD;1920x1080;False;Intel Core i5 7300U;2.6;Windows;10;Intel;HD Graphics 620;Latitude 5580;;1920;1080
Dell;Notebook;15.6;16.0;512.0;1.93;1426.66;Full HD;1920x1080;False;Intel Core i5 7300U;2.6;Windows;10;Intel;HD Graphics 620;Latitude 5580;;1920;1080
HP;Notebook;15.6;6.0;1024.0;2.04;539.0;;1920x1080;False;Intel Core i3 6006U;2.0;Windows;10;AMD;Radeon R5 M430;15-ay047nv ;6GB/1TB/Radeon;1920;1080
HP;Notebook;17.3;8.0;256.0;2.5;639.9;;1600x900;False;Intel Core i3 6006U;2.0;Windows;10;Intel;HD Graphics 520;17-BS092ND ;i3-6006U/8GB/256GB/W10;1600;900
Dell;Ultrabook;13.3;8.0;128.0;1.29;899.0;Touchscreen / IPS Panel / Full HD;1920x1080;True;Intel Core i5 7200U;2.5;Windows;10;Intel;HD Graphics 620;XPS 13;;1920;1080
Asus;Notebook;15.6;8.0;256.0;2.0;1224.0;Full HD;1920x1080;False;Intel Core i7 7500U;2.7;Windows;10;Intel;HD Graphics 620;ZenBook UX510UX-CN211T;;1920;1080
Dell;2 in 1 Convertible;15.6;8.0;256.0;2.191;999.0;Touchscreen / IPS Panel / Full HD;1920x1080;True;Intel Core i5 7200U;2.5;Windows;10;Intel;HD Graphics 620;Inspiron 7579;;1920;1080
Lenovo;Notebook;15.6;4.0;1024.0;2.2;799.0;Full HD;1920x1080;False;Intel Core i7 7500U;2.7;Windows;10;Nvidia;GeForce 920MX;IdeaPad 320-15IKB;;1920;1080
Asus;2 in 1 Convertible;13.3;6.0;1024.0;1.5;639.01;Touchscreen / Full HD;1920x1080;True;Intel Core i5 7200U;2.5;Windows;10;Intel;HD Graphics 620;Q304UA-BHI5T11 ;i5-7200U/6GB/1TB/FHD/W10;1920;1080
MSI;Gaming;15.6;8.0;128.0;2.3;1169.0;Full HD;1920x1080;False;Intel Core i7 6700HQ;2.6;Windows;10;Nvidia;GeForce GTX 960M;GL62 6QF;;1920;1080
Samsung;Ultrabook;13.3;16.0;256.0;0.81;1649.0;Full HD;1920x1080;False;Intel Core i7 7500U;2.7;Windows;10;Intel;HD Graphics 620;Notebook 9;;1920;1080
Apple;Ultrabook;13.3;8.0;128.0;1.35;1099.0;;1440x900;False;Intel Core i5;1.6;Mac OS X;;Intel;HD Graphics 6000;MacBook Air;;1440;900
Lenovo;Notebook;15.6;4.0;500.0;2.2;535.0;Full HD;1920x1080;False;Intel Core i5 6200U;2.3;Windows;10;Intel;HD Graphics 520;IdeaPad 320-15ISK;;1920;1080
Asus;Notebook;15.6;4.0;1024.0;1.68;469.0;;1366x768;False;AMD A9-Series 9420;3.0;Windows;10;AMD;Radeon R5 M420;X505BP-BR019T ;4GB/1TB/Radeon;1366;768
MSI;Gaming;17.3;8.0;128.0;2.7;1191.8;Full HD;1920x1080;False;Intel Core i7 7700HQ;2.8;Windows;10;Nvidia;GeForce GTX 1050;GL72M 7RDX;;1920;1080
Lenovo;Notebook;15.6;4.0;1024.0;1.9;489.9;;1366x768;False;Intel Core i5 7200U;2.5;No OS;;Intel;HD Graphics 620;V310-15IKB ;4GB/1TB/No;1366;768
Dell;Notebook;15.6;4.0;1024.0;2.2;449.0;Full HD;1920x1080;False;Intel Core i3 6006U;2.0;Windows;10;AMD;Radeon R5 M430;Inspiron 3567;;1920;1080
Lenovo;Notebook;14.0;8.0;256.0;2.02;1340.0;Full HD;1920x1080;False;Intel Core i5 6200U;2.3;Windows;7;Intel;HD Graphics 520;ThinkPad L470;;1920;1080
Dell;Notebook;13.3;4.0;500.0;1.65;849.0;;1366x768;False;Intel Core i3 6006U;2.0;Windows;10;Intel;HD Graphics 520;Latitude 3380;;1366;768
Lenovo;Ultrabook;14.0;16.0;512.0;1.1;2099.0;IPS Panel / Quad HD+;2560x1440;False;Intel Core i7 6600U;2.6;Windows;10;Intel;HD Graphics 520;Thinkpad X1;;2560;1440
Asus;Notebook;15.6;8.0;128.0;2.5;839.0;Full HD;1920x1080;False;Intel Core i5 7300HQ;2.5;Windows;10;Nvidia;GeForce GTX 1050;FX553VD-DM627T ;8GB/1TB;1920;1080
Asus;Notebook;14.0;4.0;32.0;1.63;299.0;;1366x768;False;Intel Celeron Dual Core N3350;1.1;Windows;10;Intel;HD Graphics 500;R417NA-RS01 ;N3350/4GB/32GB/W10;1366;768
HP;Notebook;13.3;8.0;256.0;1.11;1149.0;IPS Panel / Full HD;1920x1080;False;Intel Core i5 7200U;2.5;Windows;10;Intel;HD Graphics 620;Spectre 13-V100nv;;1920;1080
